Survived,Pclass,Age,Fare_log,FamilySize,Fare_per_person_log,Pclass_Fare,Sex_male,Embarked_Q,Embarked_S,FamilySizeGroup_Large,FamilySizeGroup_Small,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,SoloTraveller_1,Pclass_Title_1_Miss,Pclass_Title_1_Mr,Pclass_Title_1_Mrs,Pclass_Title_1_Rare,Pclass_Title_2_Master,Pclass_Title_2_Miss,Pclass_Title_2_Mr,Pclass_Title_2_Mrs,Pclass_Title_2_Rare,Pclass_Title_3_Master,Pclass_Title_3_Miss,Pclass_Title_3_Mr,Pclass_Title_3_Mrs,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_Unknown
0,2,27.0,3.091042453358316,2,2.4423470353692043,4.8846940707384086,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,3,25.0,2.1855792552411137,1,2.1855792552411137,6.556737765723341,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2,3.0,3.7513658711253766,4,2.4331571109859165,4.866314221971833,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3,19.0,2.1837114628556327,1,2.1837114628556327,6.551134388566898,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,25.0,2.2027647577118348,1,2.2027647577118348,6.608294273135504,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,25.0,2.803360380906535,2,2.169053700369523,6.5071611011085695,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,21.5,2.169053700369523,1,2.169053700369523,6.5071611011085695,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,25.0,3.1214482048688246,3,2.107348494932844,6.322045484798532,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,18.0,2.9338568698359038,2,2.2925347571405443,6.877604271421633,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,3,7.0,3.705920919968788,6,2.0300652682819424,6.090195804845827,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,21.0,2.174751721484161,1,2.174751721484161,6.524255164452483,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,49.0,4.353230991152628,2,3.672866935273995,3.672866935273995,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,29.0,3.295836866004329,2,2.6390573296152584,5.278114659230517,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,65.0,4.142804513146981,2,3.465410849975781,3.465410849975781,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,40.0,3.597312260588446,1,3.597312260588446,3.597312260588446,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,21.0,2.4423470353692043,1,2.4423470353692043,4.8846940707384086,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3,28.5,2.1076888046179385,1,2.1076888046179385,6.323066413853816,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2,5.0,3.3586377672433594,4,2.07159836421881,4.14319672843762,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3,11.0,3.8691155044168695,8,1.926071806835649,5.778215420506947,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,22.0,2.1076888046179385,1,2.1076888046179385,6.323066413853816,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,38.0,4.394449154672439,1,4.394449154672439,4.394449154672439,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,45.0,4.436455632600354,2,3.75507675496542,3.75507675496542,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3,4.0,3.3638415951183864,6,1.7316555451583495,5.1949666354750486,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,40.0,3.357621598945279,1,3.357621598945279,3.357621598945279,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3,25.0,2.7878344138303452,3,1.8053226278885095,5.4159678836655285,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,29.0,2.4423470353692043,1,2.4423470353692043,4.8846940707384086,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,3,19.0,2.2146605719425225,1,2.2146605719425225,6.643981715827568,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,17.0,2.188856327665703,7,0.7571275102233525,2.2713825306700572,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,26.0,2.2682524139135403,3,1.3577662775053525,4.073298832516057,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,32.0,2.4423470353692043,1,2.4423470353692043,4.8846940707384086,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3,16.0,3.8691155044168695,8,1.926071806835649,5.778215420506947,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,2,21.0,4.310799125385514,1,4.310799125385514,8.621598250771028,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3,26.0,2.737880811060884,2,2.107433583211985,6.3223007496359545,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,32.0,4.05171190165724,1,4.05171190165724,12.15513570497172,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,25.0,2.157559320943788,1,2.157559320943788,6.472677962831364,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,3,25.0,2.1855792552411137,1,2.1855792552411137,6.556737765723341,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,25.0,2.2027647577118348,1,2.2027647577118348,6.608294273135504,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2,0.83,3.4011973816621555,3,2.367123614131617,4.734247228263234,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3,30.0,2.600836116795061,1,2.600836116795061,7.802508350385183,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,22.0,2.302585092994046,1,2.302585092994046,6.907755278982138,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,29.0,2.3513752571634776,1,2.3513752571634776,7.054125771490433,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,21.5,2.1733302571367834,1,2.1733302571367834,6.519990771410351,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1,28.0,3.8732821771117156,1,3.8732821771117156,3.8732821771117156,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,17.0,2.4423470353692043,1,2.4423470353692043,4.8846940707384086,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3,33.0,2.8243506567983707,4,1.6019096460133089,4.805728938039927,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,3,16.0,3.5660053559634015,5,2.063693184711697,6.19107955413509,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,25.0,2.2027647577118348,1,2.2027647577118348,6.608294273135504,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,23.0,5.575949103146316,6,3.802951910373784,3.802951910373784,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3,24.0,2.2027647577118348,1,2.2027647577118348,6.608294273135504,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,29.0,2.2027647577118348,1,2.2027647577118348,6.608294273135504,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,20.0,2.180891922715322,1,2.180891922715322,6.5426757681459655,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,46.0,4.1299529896894684,2,3.4527614727143128,3.4527614727143128,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3,26.0,3.0715352369694915,4,1.8154353049133396,5.446305914740019,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,59.0,2.1102132003465894,1,2.1102132003465894,6.330639601039769,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,25.0,2.2027647577118348,1,2.2027647577118348,6.608294273135504,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,71.0,3.57386695198272,1,3.57386695198272,3.57386695198272,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,23.0,4.164465907853638,2,3.48673725986162,3.48673725986162,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,34.0,3.1780538303479458,2,2.5257286443082556,5.051457288616511,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,2,34.0,3.295836866004329,2,2.6390573296152584,5.278114659230517,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3,28.0,2.1855792552411137,1,2.1855792552411137,6.556737765723341,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,25.0,2.1855792552411137,1,2.1855792552411137,6.556737765723341,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,21.0,4.360387947851531,2,3.6799333064000703,3.6799333064000703,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,33.0,2.267393053825037,1,2.267393053825037,6.802179161475111,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,37.0,2.188856327665703,3,1.2924414523135441,3.8773243569406324,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,28.0,2.1855792552411137,1,2.1855792552411137,6.556737765723341,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,21.0,2.157559320943788,1,2.157559320943788,6.472677962831364,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,3,25.0,2.1719067693519296,1,2.1719067693519296,6.515720308055789,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,38.0,2.1855792552411137,1,2.1855792552411137,6.556737765723341,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,21.5,3.224857896545748,2,2.5707020099509865,7.71210602985296,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1,47.0,3.970291913552122,1,3.970291913552122,3.970291913552122,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3,14.5,2.737880811060884,2,2.107433583211985,6.3223007496359545,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,22.0,2.2027647577118348,1,2.2027647577118348,6.608294273135504,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,20.0,2.3818582738885534,2,1.7770687538180514,5.331206261454154,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,17.0,2.738146075922933,1,2.738146075922933,8.214438227768799,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3,21.0,2.188856327665703,1,2.188856327665703,6.566568982997109,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,70.5,2.169053700369523,1,2.169053700369523,6.5071611011085695,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,29.0,3.091042453358316,2,2.4423470353692043,4.8846940707384086,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,24.0,5.515526544247129,2,4.826395097890282,4.826395097890282,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,2.0,3.4742929367327062,7,1.698886792488434,5.0966603774653025,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,2,21.0,4.310799125385514,3,3.2386784521643803,6.477356904328761,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3,25.0,2.2027647577118348,1,2.2027647577118348,6.608294273135504,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,32.5,3.436268471383741,2,2.774798778265854,5.549597556531708,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,32.5,2.6390573296152584,1,2.6390573296152584,5.278114659230517,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,54.0,4.360387947851531,2,3.6799333064000703,3.6799333064000703,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,12.0,2.5048481563289,2,1.8902237604980383,5.670671281494115,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,25.0,2.169053700369523,1,2.169053700369523,6.5071611011085695,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,24.0,2.0969990034181696,1,2.0969990034181696,6.290997010254509,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,21.5,3.1509523813392697,3,2.134493803953674,6.403481411861021,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,3,45.0,2.076311648670908,1,2.076311648670908,6.228934946012725,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,33.0,2.1855792552411137,1,2.1855792552411137,6.556737765723341,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,20.0,2.0856720914304723,1,2.0856720914304723,6.257016274291416,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,47.0,2.740840023925201,2,2.1102132003465894,6.330639601039769,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,2,29.0,3.295836866004329,2,2.6390573296152584,5.278114659230517,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,2,25.0,2.6390573296152584,1,2.6390573296152584,5.278114659230517,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,23.0,2.775447133088262,1,2.775447133088262,5.550894266176524,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,19.0,3.3062747934011893,3,2.278405098992312,2.278405098992312,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,37.0,3.9908341858524357,2,3.3160025355989236,3.3160025355989236,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3,16.0,2.3240236363515288,1,2.3240236363515288,6.972070909054587,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
